id,book_id,description,title,language_code,average_rating,ratings_count
3680,31623,"Patricia Cornwell Blow Fly Blow Fly (Kay Scarpetta, #12)","Blow Fly (Kay Scarpetta, #12)",en-US,3.74,29283
3681,33443,"Joanne Fluke Chocolate Chip Cookie Murder Chocolate Chip Cookie Murder (Hannah Swensen, #1)","Chocolate Chip Cookie Murder (Hannah Swensen, #1)",eng,3.72,31242
3682,9729504,"Mitchell Zuckoff Lost in Shangri-la Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II","Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",eng,3.82,27776
3683,7247854,"Sam Kean The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements","The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",eng,3.9,26820
3684,52635,Clive Barker The Hellbound Heart The Hellbound Heart,The Hellbound Heart,eng,4.02,25074
3685,17704903,"Bill Dedman, Paul Clark Newell Jr. Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune",Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,eng,3.76,22819
3686,6457081,Tracy Chevalier Remarkable Creatures Remarkable Creatures ,Remarkable Creatures ,eng,3.81,29667
3687,3558003,"Rachel Caine Lord of Misrule Lord of Misrule (The Morganville Vampires, #5)","Lord of Misrule (The Morganville Vampires, #5)",en-US,4.18,38874
3688,39031,"Douglas Preston, Lincoln Child The Cabinet of Curiosities The Cabinet of Curiosities (Pendergast, #3)","The Cabinet of Curiosities (Pendergast, #3)",eng,4.26,29003
3689,498641,Brother Lawrence The Practice of the Presence of God The Practice of the Presence of God,The Practice of the Presence of God,,4.32,23889
3690,12191246,"Lee Child Second Son Second Son (Jack Reacher, #15.5)","Second Son (Jack Reacher, #15.5)",,3.95,24230
3691,20620995,Catherine Ryan Hyde  Take Me with You,Take Me with You,en-US,4.12,14164
3692,9820,Wallace Stegner Crossing to Safety Crossing to Safety,Crossing to Safety,eng,4.16,25578
3693,9440448,"John Sandford Buried Prey Buried Prey (Lucas Davenport, #21)","Buried Prey (Lucas Davenport, #21)",eng,4.23,24695
3694,13497505,Bob Goff Discover an Incredible Life in an Ordinary World Love Does: Discover a Secretly Incredible Life in an Ordinary World,Love Does: Discover a Secretly Incredible Life in an Ordinary World,en-US,4.25,25791
3695,106835,"Benjamin Graham, Jason Zweig, Warren Buffett The Intelligent Investor The Intelligent Investor (Collins Business Essentials)",The Intelligent Investor (Collins Business Essentials),eng,4.27,29825
3696,2095,Stephen Hawking The Universe in a Nutshell The Universe in a Nutshell,The Universe in a Nutshell,en-US,4.13,23596
3697,9300768,"Joe Abercrombie The Heroes The Heroes (First Law World, #5)","The Heroes (First Law World, #5)",eng,4.26,24964
3698,1001896,Blanche Fisher Wright The Real Mother Goose The Real Mother Goose,The Real Mother Goose,,4.33,31643
3699,5296,Oscar Wilde An Ideal Husband An Ideal Husband,An Ideal Husband,en-US,4.03,29952
3700,42058,"William Shakespeare, John Jowett The Tragedy of King Richard the Third Richard III",Richard III,,3.92,29182
3701,22557520,"Anna Todd After After (After, #1)","After (After, #1)",eng,3.74,32027
3702,1966969,"Maria V. Snyder Fire Study Fire Study (Study, #3)","Fire Study (Study, #3)",en-US,3.95,40523
3703,11734,"Philip Roth The Human Stain The Human Stain (The American Trilogy, #3)","The Human Stain (The American Trilogy, #3)",eng,3.84,21724
3704,16303287,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean The Bane Chronicles The Bane Chronicles",The Bane Chronicles,eng,4.2,36885
3705,409918,"Michael Connelly The Narrows The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)","The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)",eng,4.09,26274
3706,13312527,"Tarryn Fisher The Opportunist The Opportunist (Love Me with Lies, #1)","The Opportunist (Love Me with Lies, #1)",eng,4.22,38511
3707,14096,"Jon Kabat-Zinn Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",en-US,4.11,24259
3708,50144,"Banana Yoshimoto, Megan Backus キッチン [Kitchen] Kitchen",Kitchen,eng,3.83,25797
3709,123543,"Eric Van Lustbader Robert Ludlum's The Bourne Legacy The Bourne Legacy (Jason Bourne, #4)","The Bourne Legacy (Jason Bourne, #4)",eng,3.86,23352
3710,129619,"Judith McNaught A Kingdom of Dreams  A Kingdom of Dreams (Westmoreland, #1)","A Kingdom of Dreams (Westmoreland, #1)",eng,4.25,34308
3711,7095831,"Paolo Bacigalupi Ship Breaker Ship Breaker (Ship Breaker, #1)","Ship Breaker (Ship Breaker, #1)",eng,3.74,31911
3712,385742,"Suzanne Collins Gregor and the Prophecy of Bane Gregor and the Prophecy of Bane (Underland Chronicles, #2)","Gregor and the Prophecy of Bane (Underland Chronicles, #2)",eng,4.17,29586
3713,85733,"James Patterson, Peter de Jonge Beach Road Beach Road",Beach Road,eng,3.81,27240
3714,9802372,"Maureen Johnson The Name of the Star The Name of the Star (Shades of London, #1)","The Name of the Star (Shades of London, #1)",,3.9,22842
3715,325085,"Charles Dickens, Mark Ford Nicholas Nickleby Nicholas Nickleby",Nicholas Nickleby,eng,3.89,30272
3716,4673605,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein) Dean Koontz's Frankenstein, Volume 1: Prodigal Son","Dean Koontz's Frankenstein, Volume 1: Prodigal Son",eng,4.09,25349
3717,12651,"Jean-Jacques Rousseau, Maurice Cranston Du contrat social: ou Principes du droit politique The Social Contract",The Social Contract,eng,3.75,24397
3718,3002300,"Laurie Halse Anderson Chains Chains (Seeds of America, #1)","Chains (Seeds of America, #1)",eng,4.09,32493
3719,53447,Ernesto Sabato El túnel El túnel,El túnel,spa,4.04,23161
3720,110331,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler The Federalist The Federalist Papers",The Federalist Papers,eng,4.05,24648
3721,272315,Julie Anne Peters Keeping You a Secret Keeping You a Secret,Keeping You a Secret,,3.98,25864
3722,25242224,"Elena Ferrante, Ann Goldstein Storia della bambina perduta The Story of the Lost Child (The Neapolitan Novels, #4)","The Story of the Lost Child (The Neapolitan Novels, #4)",eng,4.39,21358
3723,1629601,E. Lockhart The Disreputable History of Frankie Landau-Banks The Disreputable History of Frankie Landau-Banks,The Disreputable History of Frankie Landau-Banks,en-US,3.82,35300
3724,6578507,"Sarah Blake, Orlagh Cassidy The Postmistress The Postmistress",The Postmistress,eng,3.3,30320
3725,10790277,"Michael J. Sullivan Rise of Empire Rise of Empire (The Riyria Revelations, #3-4)","Rise of Empire (The Riyria Revelations, #3-4)",eng,4.35,25757
3726,657371,Nic Sheff Tweak: Growing Up On Methamphetamines Tweak: Growing Up On Methamphetamines,Tweak: Growing Up On Methamphetamines,en-US,3.93,23544
3727,10836728,"Daniel O'Malley The Rook The Rook (The Checquy Files, #1)","The Rook (The Checquy Files, #1)",eng,4.12,27569
3728,44170,"Frank Beddor The Looking Glass Wars The Looking Glass Wars (The Looking Glass Wars, #1)","The Looking Glass Wars (The Looking Glass Wars, #1)",en-US,3.93,34581
3729,2241558,"Philippa Gregory The Other Queen The Other Queen (The Plantagenet and Tudor Novels, #15)","The Other Queen (The Plantagenet and Tudor Novels, #15)",eng,3.62,32105
3730,6261961,Joyce Maynard Labor Day Labor Day,Labor Day,en-GB,3.55,23043
3731,7576115,"Terry Pratchett I Shall Wear Midnight I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)","I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",eng,4.35,30945
3732,17831614,"Christina Lauren Beautiful Player Beautiful Player (Beautiful Bastard, #3)","Beautiful Player (Beautiful Bastard, #3)",eng,4.38,42635
3733,18077903,"Ed Catmull, Amy Wallace Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",eng,4.24,25488
3734,91760,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe El diario de Frida Kahlo: Un íntimo autorretrato  The Diary of Frida Kahlo: An Intimate Self-Portrait",The Diary of Frida Kahlo: An Intimate Self-Portrait,eng,3.88,25038
3735,11580,"Stephen King, Bernie Wrightson, Michele Wrightson Creepshow Creepshow",Creepshow,en-US,4.06,27690
3736,10785687,Bob McCabe Harry Potter Page to Screen: The Complete Filmmaking Journey Harry Potter Page to Screen: The Complete Filmmaking Journey,Harry Potter Page to Screen: The Complete Filmmaking Journey,,4.56,27361
3737,29925,"Jeff Shaara Gods and Generals Gods and Generals (The Civil War Trilogy, #1)","Gods and Generals (The Civil War Trilogy, #1)",eng,4.05,25515
3738,2712967,Gena Showalter The Darkest Pleasure The Darkest Pleasure (Lords of the Underworld #3),The Darkest Pleasure (Lords of the Underworld #3),eng,4.28,38040
3739,151370,"Madeleine L'Engle Many Waters Many Waters (A Wrinkle in Time Quintet, #4)","Many Waters (A Wrinkle in Time Quintet, #4)",en-US,4.01,33049
3740,598159,"Bill Martin Jr., Eric Carle Panda Bear, Panda Bear, What Do You See? Panda Bear, Panda Bear, What Do You See?","Panda Bear, Panda Bear, What Do You See?",en-US,4.21,27402
3741,8701129,"Lisa Gardner Love You More Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)","Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)",eng,4.15,27629
3742,792161,"Michael Morpurgo War Horse War Horse (War Horse, #1)","War Horse (War Horse, #1)",eng,4.13,24952
3743,336161,Eric Carle The Grouchy Ladybug The Grouchy Ladybug,The Grouchy Ladybug,,4.09,26716
3744,21685,"Dennis Lehane A Drink Before the War A Drink Before the War (Kenzie & Gennaro, #1)","A Drink Before the War (Kenzie & Gennaro, #1)",en-US,3.96,25800
3745,657034,"Chelsea Cain Heartsick Heartsick (Archie Sheridan & Gretchen Lowell, #1)","Heartsick (Archie Sheridan & Gretchen Lowell, #1)",eng,3.92,27974
3746,12820360,"Julianne Donaldson Edenbrooke Edenbrooke (Edenbrooke, #1)","Edenbrooke (Edenbrooke, #1)",eng,4.34,28536
3747,16248311,Kathleen Tessaro The Perfume Collector The Perfume Collector,The Perfume Collector,eng,3.97,22544
3748,15704001,"Tara Sivec Seduction and Snacks (Chocolate Lovers, #1) Seduction and Snacks (Chocolate Lovers, #1)","Seduction and Snacks (Chocolate Lovers, #1)",eng,4.14,32972
3749,15768191,"Wendy Higgins  Sweet Peril (Sweet, #2)","Sweet Peril (Sweet, #2)",eng,4.28,38229
3750,39030,"Douglas Preston, Lincoln Child Reliquary Reliquary (Pendergast, #2)","Reliquary (Pendergast, #2)",en-US,4,27362
3751,8459594,"Gabrielle Hamilton Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef","Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",en-US,3.71,24531
3752,140302,"Agatha Christie Poirot Investigates Poirot Investiga (Hércules Poirot, #3)","Poirot Investiga (Hércules Poirot, #3)",spa,4.07,15476
3753,10,"J.K. Rowling Harry Potter Collection (Harry Potter, #1-6) Harry Potter Collection (Harry Potter, #1-6)","Harry Potter Collection (Harry Potter, #1-6)",eng,4.73,24618
3754,30016,Isaac Asimov The Naked Sun The Naked Sun (Robot #2),The Naked Sun (Robot #2),en-US,4.12,26532
3755,114230,"Herman Melville Bartleby, the Scrivener: A Story of Wall Street Bartleby the Scrivener",Bartleby the Scrivener,eng,3.9,26265
3756,23512999,Stephen King The Bazaar of Bad Dreams The Bazaar of Bad Dreams,The Bazaar of Bad Dreams,eng,3.92,22054
3757,9835731,"Lars Kepler, Ann Long Hypnotisören The Hypnotist (Joona Linna, #1)","The Hypnotist (Joona Linna, #1)",eng,3.63,23690
3758,76658,"Piers Anthony On a Pale Horse On a Pale Horse (Incarnations of Immortality, #1)","On a Pale Horse (Incarnations of Immortality, #1)",en-US,4.13,29492
3759,4902793,"Charlaine Harris Sookie Stackhouse, Books 1-7 Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)","Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)",,4.43,25359
3760,43324,Sidney Sheldon The Sands of Time Are You Afraid of the Dark?,Are You Afraid of the Dark?,eng,3.64,21443
3761,25378,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee The Dirt: Confessions of the World's Most Notorious Rock Band The Dirt: Confessions of the World's Most Notorious Rock Band",The Dirt: Confessions of the World's Most Notorious Rock Band,en-GB,4.16,22482
3762,7797,"Theo LeSieg, Roy McKie Ten Apples Up on Top Ten Apples Up On Top!",Ten Apples Up On Top!,eng,4.11,28034
3763,331319,"Theodore Dreiser, Richard R. Lingeman An American Tragedy  An American Tragedy",An American Tragedy,eng,3.94,25665
3764,4645,Ernest Hemingway The Snows of Kilimanjaro and Other Stories The Snows of Kilimanjaro and Other Stories,The Snows of Kilimanjaro and Other Stories,eng,3.88,21365
3765,673252,"Brynne Stephens, Lela Dowling, Cynthia Martin, Anne McCaffrey  Anne McCaffrey's Dragonflight #1",Anne McCaffrey's Dragonflight #1,eng,4.44,29556
3766,9503336,Elin Hilderbrand Silver Girl Silver Girl,Silver Girl,en-US,3.87,24819
3767,22896,Alice Hoffman Practical Magic Practical Magic,Practical Magic,eng,3.8,32994
3768,13536649,"Kevin Hearne Trapped  Trapped (The Iron Druid Chronicles, #5)","Trapped (The Iron Druid Chronicles, #5)",eng,4.28,27544
3769,9475,"Jenny Nimmo Midnight for Charlie Bone Midnight for Charlie Bone (The Children of the Red King, #1)","Midnight for Charlie Bone (The Children of the Red King, #1)",en-US,3.79,32917
3770,23395680,"Amie Kaufman, Jay Kristoff Illuminae Illuminae (The Illuminae Files, #1)","Illuminae (The Illuminae Files, #1)",eng,4.32,44500
3771,140671,"Glen Cook The Black Company The Black Company (The Chronicles of the Black Company, #1)","The Black Company (The Chronicles of the Black Company, #1)",eng,3.96,27392
3772,42986,"Herman Wouk War and Remembrance War and Remembrance (The Henry Family, #2)","War and Remembrance (The Henry Family, #2)",eng,4.38,26633
3773,37034,"Susan Hill, John Lawrence The Woman in Black The Woman in Black",The Woman in Black,eng,3.68,24200
3774,239810,Barbara Robinson The Best Christmas Pageant Ever The Best Christmas Pageant Ever (The Herdmans #1),The Best Christmas Pageant Ever (The Herdmans #1),en-US,4.18,32516
3775,5061675,"George R.R. Martin A Clash of Kings A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)","A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)",,4.53,22259
3776,9827,"James Clavell King Rat King Rat (Asian Saga, #4)","King Rat (Asian Saga, #4)",eng,4.1,25071
3777,8811134,"Michael  Grant Fear Fear (Gone, #5)","Fear (Gone, #5)",en-US,4.25,33178
3778,24422492,"Colleen Hoover, Tarryn Fisher  Never Never: Part Two (Never Never, #2)","Never Never: Part Two (Never Never, #2)",eng,4.12,31325
3779,327255,Frederick Forsyth The Fourth Protocol The Fourth Protocol,The Fourth Protocol,en-GB,3.99,24896
3780,10990,"Diana Gabaldon Lord John and the Private Matter Lord John and the Private Matter (Lord John Grey, #1)","Lord John and the Private Matter (Lord John Grey, #1)",eng,3.66,28653
3781,9681214,"Aimee Carter The Goddess Test The Goddess Test (Goddess Test, #1)","The Goddess Test (Goddess Test, #1)",eng,3.83,44328
3782,36086,"Steven Johnson The Ghost Map The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World","The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World",eng,3.91,24895
3783,9297774,"Anna Carey Eve Eve (Eve, #1)","Eve (Eve, #1)",en-US,3.69,34746
3784,18353714,"David Baldacci The Target The Target (Will Robie, #3)","The Target (Will Robie, #3)",eng,4.04,18115
3785,52372,Susan Sontag On Photography On Photography,On Photography,eng,3.84,22611
3786,504420,"Vince Flynn Protect and Defend Protect and Defend (Mitch Rapp, #10)","Protect and Defend (Mitch Rapp, #10)",en-US,4.34,23952
3787,5182,Mary McGarry Morris Songs in Ordinary Time Songs in Ordinary Time,Songs in Ordinary Time,eng,3.68,27034
3788,40067,Erik Larson Thunderstruck Thunderstruck,Thunderstruck,en-US,3.67,24760
3789,1168341,"Michio Kaku Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel","Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",eng,4.07,22251
3790,15595,Karen Cushman The Midwife's Apprentice The Midwife's Apprentice,The Midwife's Apprentice,eng,3.71,33217
3791,40200,Michel Faber The Crimson Petal and the White The Crimson Petal and the White,The Crimson Petal and the White,eng,3.87,24932
3792,4701,Mark Haddon A Spot of Bother A Spot of Bother,A Spot of Bother,eng,3.46,23676
3793,8709524,"Richelle Mead Silver Shadows Silver Shadows (Bloodlines, #5)","Silver Shadows (Bloodlines, #5)",en-US,4.37,38152
3794,16255,"Armistead Maupin Tales of the City Tales of the City (Tales of the City, #1)","Tales of the City (Tales of the City, #1)",eng,4.06,23666
3795,100924,"C.S. Lewis Perelandra Perelandra (Space Trilogy, #2)","Perelandra (Space Trilogy, #2)",en-US,3.97,26791
3796,5510384,"Ellen Hopkins Tricks Tricks (Tricks, #1)","Tricks (Tricks, #1)",eng,4.29,28687
3797,7673,Michael Crichton Eaters of the Dead Eaters of the Dead,Eaters of the Dead,,3.64,24885
3798,11100431,"Michael J. Sullivan Heir of Novron Heir of Novron (The Riyria Revelations, #5-6)","Heir of Novron (The Riyria Revelations, #5-6)",eng,4.46,25185
3799,93261,Washington Irving The Legend of Sleepy Hollow The Legend of Sleepy Hollow,The Legend of Sleepy Hollow,eng,3.74,25433
3800,3863861,Julie James Just the Sexiest Man Alive Just the Sexiest Man Alive,Just the Sexiest Man Alive,en-US,3.94,36473
3801,9436746,"James Patterson, Maxine Paetro 10th Anniversary 10th Anniversary (Women's Murder Club, #10)","10th Anniversary (Women's Murder Club, #10)",eng,4.05,27052
3802,922991,Victoria Hislop The Island The Island,The Island,en-GB,3.99,23415
3803,32441,Dean Koontz The Good Guy The Good Guy,The Good Guy,eng,3.81,27061
3804,64948,Dean Koontz Whispers Whispers,Whispers,en-US,3.9,26304
3805,6777616,"Alan Bradley The Weed That Strings the Hangman's Bag The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)","The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",eng,3.99,33519
3806,32422,Dean Koontz Hideaway Hideaway,Hideaway,eng,3.82,27511
3807,634407,"Ian Rankin, Mircea Pricăjan Knots & Crosses Knots and Crosses (Inspector Rebus, #1)","Knots and Crosses (Inspector Rebus, #1)",eng,3.83,26055
3808,48464,"Flannery O'Connor A Good Man Is Hard to Find, and Other Stories A Good Man is Hard to Find and Other Stories",A Good Man is Hard to Find and Other Stories,,4.24,25504
3809,138396,"Robert Kirkman, Charlie Adlard The Walking Dead, Vol. 2: Miles Behind Us The Walking Dead, Vol. 02: Miles Behind Us","The Walking Dead, Vol. 02: Miles Behind Us",en-GB,4.25,26082
3810,3828382,Seth Godin Tribes: We Need You to Lead Us Tribes: We Need You to Lead Us,Tribes: We Need You to Lead Us,en-US,3.84,23803
3811,46815,Marya Hornbacher Wasted: A Memoir of Anorexia and Bulimia  Wasted: A Memoir of Anorexia and Bulimia,Wasted: A Memoir of Anorexia and Bulimia,eng,3.99,25452
3812,7468160,Anna Quindlen  Every Last One,Every Last One,eng,3.83,26623
3813,7505716,"Lewis Carroll, John Tenniel  Alice's Adventures in Wonderland & Other Stories",Alice's Adventures in Wonderland & Other Stories,eng,4.22,24607
3814,6547188,"Kim Harrison Black Magic Sanction Black Magic Sanction (The Hollows, #8)","Black Magic Sanction (The Hollows, #8)",eng,4.39,36216
3815,11505008,"William  Davis Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health  Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",eng,3.71,21263
3816,18500665,"Susan Ee End of Days End of Days (Penryn & the End of Days, #3)","End of Days (Penryn & the End of Days, #3)",eng,4.1,27238
3817,36315,"H.P. Lovecraft, August Derleth, Robert Bloch The Best of H.P. Lovecraft  The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre",The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,eng,4.31,25841
3818,82192,"Mary  Stewart The Crystal Cave The Crystal Cave (Arthurian Saga, #1)","The Crystal Cave (Arthurian Saga, #1)",en-US,4.12,34643
3819,8138071,"Kim Harrison Pale Demon Pale Demon (The Hollows, #9)","Pale Demon (The Hollows, #9)",en-US,4.45,35141
3820,160149,"H.P. Lovecraft, S.T. Joshi The Call of Cthulhu and Other Weird Stories The Call of Cthulhu and Other Weird Stories",The Call of Cthulhu and Other Weird Stories,en-US,4.25,25663
3821,15015,"Neale Donald Walsch Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1 Conversations with God: An Uncommon Dialogue, Book 1","Conversations with God: An Uncommon Dialogue, Book 1",eng,4.15,21977
3822,23705512,"Felicia Day, Joss Whedon You're Never Weird on the Internet (Almost) You're Never Weird on the Internet (Almost)",You're Never Weird on the Internet (Almost),eng,4.14,28276
3823,7926569,"James Patterson, Michael Ledwidge Now You See Her Now You See Her",Now You See Her,en-US,3.98,23426
3824,268601,"J.D. Robb Glory in Death Glory in Death (In Death, #2)","Glory in Death (In Death, #2)",eng,4.25,35158
3825,16002136,"Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis Hawkeye, Volume 1: My Life as a Weapon Hawkeye, Volume 1: My Life as a Weapon","Hawkeye, Volume 1: My Life as a Weapon",eng,4.17,31993
3826,11312,"Susan Cooper Over Sea, Under Stone Over Sea, Under Stone (The Dark Is Rising, #1)","Over Sea, Under Stone (The Dark Is Rising, #1)",,3.85,34020
3827,6375845,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings Absolute Batman Hush Batman: Hush",Batman: Hush,eng,4.29,24125
3828,11299,"Haruki Murakami, Jay Rubin 神の子どもたちはみな踊る After the Quake",After the Quake,eng,3.78,22682
3829,6405929,"James Patterson I, Alex Cross I, Alex Cross (Alex Cross, #16)","I, Alex Cross (Alex Cross, #16)",eng,3.98,27046
3830,53498,"Sharon Creech Love That Dog Love That Dog (Jack, #1)","Love That Dog (Jack, #1)",en-US,4.01,30254
3831,73864,Dave Pelzer A Man Named Dave: A Story of Triumph and Forgiveness A Man Named Dave (Dave Pelzer #3),A Man Named Dave (Dave Pelzer #3),en-US,3.87,23605
3832,121927,"Laurell K. Hamilton Danse Macabre (Anita Blake, Vampire Hunter, #14) Danse Macabre (Anita Blake, Vampire Hunter, #14)","Danse Macabre (Anita Blake, Vampire Hunter, #14)",eng,3.81,36848
3833,40425,"Edgar Rice Burroughs Tarzan of the Apes Tarzan of the Apes (Tarzan, #1)","Tarzan of the Apes (Tarzan, #1)",eng,3.88,27529
3834,127586,"Anne McCaffrey The White Dragon (Pern: Dragonriders of Pern, #3) The White Dragon (Pern, #3)","The White Dragon (Pern, #3)",,4.17,33172
3835,26023,"Jen Lancaster Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me? Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?","Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?",eng,4.07,26690
3836,74998,"Enid Blyton The Magic Faraway Tree The Magic Faraway Tree (The Faraway Tree, #2)","The Magic Faraway Tree (The Faraway Tree, #2)",eng,4.29,26364
3837,17650,Margaret Atwood The Robber Bride The Robber Bride,The Robber Bride,eng,3.82,29797
3838,2679633,"Larissa Ione Pleasure Unbound Pleasure Unbound (Demonica, #1)","Pleasure Unbound (Demonica, #1)",eng,4.07,40836
3839,1388813,"Lara Adrian Midnight Awakening  Midnight Awakening (Midnight Breed, #3)","Midnight Awakening (Midnight Breed, #3)",eng,4.25,34491
3840,542639,Robert Hughes The Shock of the New The Shock of the New,The Shock of the New,,3.73,21410
3841,1611988,Jeffrey Archer A Prisoner of Birth A Prisoner of Birth,A Prisoner of Birth,en-US,4.09,21932
3842,6424184,"Christopher Pike Thirst No. 2 Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)","Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",en-US,4.06,26045
3843,125963,Ted Dekker Thr3e Thr3e,Thr3e,,4.08,24907
3844,347610,Adam Hochschild King Leopold's Ghost King Leopold's Ghost,King Leopold's Ghost,en-US,4.15,25021
3845,10830444,"James Patterson, David Ellis Guilty Wives Guilty Wives",Guilty Wives,eng,3.82,22665
3846,12283261,"Jodi Picoult, Samantha van Leer Between the Lines Between the Lines (Between the Lines, #1)","Between the Lines (Between the Lines, #1)",eng,3.58,29791
3847,10059498,Diane Chamberlain The Midwife's Confession The Midwife's Confession,The Midwife's Confession,eng,4.05,24283
3848,9635657,"Rachel Renée Russell Tales From a Not-So-Talented Pop Star Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)","Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",eng,4.31,22337
3849,10138607,Craig Thompson Habibi Habibi,Habibi,eng,4.04,27673
3850,11093329,"Anthony Horowitz The House of Silk The House of Silk (Sherlock Holmes, #1)","The House of Silk (Sherlock Holmes, #1)",eng,3.95,23541
3851,33808,"Nelson DeMille The Lion's Game The Lion's Game (John Corey, #2)","The Lion's Game (John Corey, #2)",,4.17,23780
3852,9761778,"Jennifer L. Armentrout Deity Deity (Covenant, #3)","Deity (Covenant, #3)",eng,4.41,39069
3853,116020,"Henry David Thoreau, W.S. Merwin  Walden & Civil Disobedience",Walden & Civil Disobedience,eng,3.96,26412
3854,6236809,"Kanoko Sakurakouji, JN Productions, Pancha Diaz Black Bird, Volume 1 Black Bird, Vol. 01 (Black Bird, #1)","Black Bird, Vol. 01 (Black Bird, #1)",eng,4.08,27196
3855,28678119,"Erin Watt, Elle Kennedy, Jen Frederick Paper Princess Paper Princess (The Royals, #1)","Paper Princess (The Royals, #1)",eng,4.08,34831
3856,37426,Tom Perrotta Little Children Little Children,Little Children,,3.61,24109
3857,99894,Ira Levin The Boys from Brazil The Boys from Brazil,The Boys from Brazil,eng,4.05,25448
3858,884288,"Terry Pratchett Interesting Times Interesting Times (Discworld, #17; Rincewind #5)","Interesting Times (Discworld, #17; Rincewind #5)",en-US,4.17,26733
3859,2003625,Kresley Cole Dark Desires After Dusk Dark Desires After Dusk (Immortals After Dark #6),Dark Desires After Dusk (Immortals After Dark #6),en-CA,4.38,35300
